Event	ID	Name			Wwise Object Path	Notes
	107714672	Guard_Found_Emira			\Default Work Unit\Guard_Found_Emira	
	359728807	Enemy_Alerted			\Default Work Unit\Enemy_Alerted	
	509407971	Ambience_Fan			\Default Work Unit\Ambience_Fan	
	558672050	Door_Hum			\Default Work Unit\Door_Hum	
	635823140	Guard_Lost_Emira			\Default Work Unit\Guard_Lost_Emira	
	638098506	Cloak_Start			\Default Work Unit\Cloak_Start	
	710389270	Ambience_Rain			\Default Work Unit\Ambience_Rain	
	814543256	Button_Click			\Default Work Unit\Button_Click	
	1042227841	Guard_Refound_Emira			\Default Work Unit\Guard_Refound_Emira	
	1069300629	Hack_Stop			\Default Work Unit\Hack_Stop	
	1305133589	Player_Jump			\Default Work Unit\Player_Jump	
	1481508790	Conveyor_Belt			\Default Work Unit\Conveyor_Belt	
	1515494175	Camera_Stop			\Default Work Unit\Camera_Stop	
	1518276258	Cloak_Stop			\Default Work Unit\Cloak_Stop	
	1720356053	Ambience_Bass			\Default Work Unit\Ambience_Bass	
	1751967765	Boost_Stop			\Default Work Unit\Boost_Stop	
	2188867727	Boost_Start			\Default Work Unit\Boost_Start	
	2222225249	Player_Mode_Shift			\Default Work Unit\Player_Mode_Shift	
	2249657186	In_View_Cone			\Default Work Unit\In_View_Cone	
	2283979374	Power_Generator			\Default Work Unit\Power_Generator	
	2453392179	Player_Footstep			\Default Work Unit\Player_Footstep	
	2609528332	Player_Slide			\Default Work Unit\Player_Slide	
	2908710288	Overseer_Ending			\Default Work Unit\Overseer_Ending	
	3149531453	Guard_Footstep			\Default Work Unit\Guard_Footstep	
	3353320293	Camera_Moving			\Default Work Unit\Camera_Moving	
	3444806577	Hack_Fail			\Default Work Unit\Hack_Fail	
	3629196698	Player_Land			\Default Work Unit\Player_Land	
	4043448287	Boost_Rush			\Default Work Unit\Boost_Rush	
	4099402511	Hack_Start			\Default Work Unit\Hack_Start	
	4245309516	Player_Wall_Jump			\Default Work Unit\Player_Wall_Jump	

Switch Group	ID	Name			Wwise Object Path	Notes
	1085835795	Player_Jump_Material			\Default Work Unit\Player_Jump_Material	
	1536569246	Player_Land_Material			\Default Work Unit\Player_Land_Material	
	1980337323	Guard_Footstep_Material			\Default Work Unit\Guard_Footstep_Material	
	4130691716	Player_Slide_Material			\Default Work Unit\Player_Slide_Material	
	4145461805	Player_Footstep_Material			\Default Work Unit\Player_Footstep_Material	

Switch	ID	Name	Switch Group			Notes
	437659151	Rubber	Player_Jump_Material			
	841620460	Concrete	Player_Jump_Material			
	2195636714	Dirt	Player_Jump_Material			
	2473969246	Metal	Player_Jump_Material			
	437659151	Rubber	Player_Land_Material			
	841620460	Concrete	Player_Land_Material			
	2195636714	Dirt	Player_Land_Material			
	2473969246	Metal	Player_Land_Material			
	437659151	Rubber	Guard_Footstep_Material			
	841620460	Concrete	Guard_Footstep_Material			
	2195636714	Dirt	Guard_Footstep_Material			
	2473969246	Metal	Guard_Footstep_Material			
	437659151	Rubber	Player_Slide_Material			
	841620460	Concrete	Player_Slide_Material			
	2195636714	Dirt	Player_Slide_Material			
	2473969246	Metal	Player_Slide_Material			
	437659151	Rubber	Player_Footstep_Material			
	841620460	Concrete	Player_Footstep_Material			
	2195636714	Dirt	Player_Footstep_Material			
	2473969246	Metal	Player_Footstep_Material			

State Group	ID	Name			Wwise Object Path	Notes
	85412153	Ambience			\Default Work Unit\Ambience	

State	ID	Name	State Group			Notes
	438105790	Outside	Ambience			
	748895195	None	Ambience			
	2065151404	NoAmbience	Ambience			
	3553349781	Inside	Ambience			

Game Parameter	ID	Name			Wwise Object Path	Notes
	2268126698	suspicion			\Default Work Unit\suspicion	
	2816179192	horizontalVelocity			\Default Work Unit\horizontalVelocity	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	7308064	G_M_Footstep_6	C:\Users\flynn\GitHub\ECZTPlayParty\ECZTPlayParty_WwiseProject\.cache\Windows\SFX\G_M_Footstep_6_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Guard_Footsteps\G_M_Footsteps\G_M_Footstep_6		48096
	15219408	G_R_Footstep_3	C:\Users\flynn\GitHub\ECZTPlayParty\ECZTPlayParty_WwiseProject\.cache\Windows\SFX\G_R_Footstep_3_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Guard_Footsteps\G_R_Footsteps\G_R_Footstep_3		48096
	20598704	P_C_Footstep_6	C:\Users\flynn\GitHub\ECZTPlayParty\ECZTPlayParty_WwiseProject\.cache\Windows\SFX\P_C_Footstep_6_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Footsteps\P_C_Footsteps\P_C_Footstep_6		48096
	23973740	G_M_Footstep_1	C:\Users\flynn\GitHub\ECZTPlayParty\ECZTPlayParty_WwiseProject\.cache\Windows\SFX\G_M_Footstep_1_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Guard_Footsteps\G_M_Footsteps\G_M_Footstep_1		48096
	25523959	P_R_Footstep_5	C:\Users\flynn\GitHub\ECZTPlayParty\ECZTPlayParty_WwiseProject\.cache\Windows\SFX\P_R_Footstep_5_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Footsteps\P_R_Footsteps\P_R_Footstep_5		48096
	28568543	Ambience_Boom_Bass	C:\Users\flynn\GitHub\ECZTPlayParty\ECZTPlayParty_WwiseProject\.cache\Windows\SFX\Ambience_Boom_Bass_11A93380.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\Ambience_Boom_Bass		3456096
	31907229	Ambience_Fan	C:\Users\flynn\GitHub\ECZTPlayParty\ECZTPlayParty_WwiseProject\.cache\Windows\SFX\Soundly Audio\Machines, Hvac, Ventilation Fan, Big 01 SND1846 1_C8C27272.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\Ambience_Fan		2212352
	36402879	G_D_Footstep_3	C:\Users\flynn\GitHub\ECZTPlayParty\ECZTPlayParty_WwiseProject\.cache\Windows\SFX\G_D_Footstep_3_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Guard_Footsteps\G_D_Footsteps\G_D_Footstep_3		48096
	44104286	P_M_Jump_4	C:\Users\flynn\GitHub\ECZTPlayParty\ECZTPlayParty_WwiseProject\.cache\Windows\SFX\P_M_Jump_4_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Jump\P_M_Jump\P_M_Jump_4		96096
	52682027	P_M_Footstep_3	C:\Users\flynn\GitHub\ECZTPlayParty\ECZTPlayParty_WwiseProject\.cache\Windows\SFX\P_M_Footstep_3_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Footsteps\P_M_Footsteps\P_M_Footstep_3		48096
	56353747	P_D_Footstep_7	C:\Users\flynn\GitHub\ECZTPlayParty\ECZTPlayParty_WwiseProject\.cache\Windows\SFX\P_D_Footstep_7_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Footsteps\P_D_Footsteps\P_D_Footstep_7		48096
	68586694	P_R_Landing_2	C:\Users\flynn\GitHub\ECZTPlayParty\ECZTPlayParty_WwiseProject\.cache\Windows\SFX\P_R_Landing_2_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Land\P_R_Land\P_R_Landing_2		96096
